CD8_Tcell,contact with epithelial_tumor_class1_class2,decreases,migration speed,0,0.1,2,0
CD8_Tcell,contact with mesenchymal_tumor_class1,decreases,migration speed,0,0.1,2,0
CD8_Tcell,contact with mesenchymal_tumor_class1_class2,decreases,migration speed,0,0.1,2,0
CD4_Tcell,contact with epithelial_tumor_class1_class2,decreases,migration speed,0,0.1,2,0
CD4_Tcell,contact with epithelial_tumor_class2,decreases,migration speed,0,0.1,2,0
CD4_Tcell,contact with mesenchymal_tumor_class1_class2,decreases,migration speed,0,0.1,2,0
CD4_Tcell,contact with mesenchymal_tumor_class2,decreases,migration speed,0,0.1,2,0
CD4_Tcell,ecm,decreases,migration speed,0,2.2253,2.73931,0
CD8_Tcell,ecm,decreases,migration speed,0,2.2253,2.73931,0
macrophage,ecm,decreases,migration speed,0,5,4,0
Treg,ecm,decreases,migration speed,0,2.2253,2.73931,0
CD8_exhausted,ecm,decreases,migration speed,0,2.2253,2.73931,0
CD4_Tcell,contact with apCAF,decreases,migration speed,0,0.1,2,0
CD4_Tcell,contact with apCAF,increases,inflammatory_signal secretion,1,0.1,4,0
CD4_Tcell,contact with apCAF,increases,IL-2 secretion,1,0.1,4,0
Treg,contact with apCAF,decreases,migration speed,0,0.1,2,0
CD4_Tcell,ecm,increases,migration speed,3.4580,3.6751,8.6551,0
CD8_Tcell,ecm,increases,migration speed,3.4580,3.6751,8.6551,0
Treg,ecm,increases,migration speed,3.4580,3.6751,8.6551,0
CD8_exhausted,ecm,increases,migration speed,3.4580,3.6751,8.6551,0
CD4_Tcell,contact with apCAF,increases,transform to Treg,0.01,0.1,4,0
epithelial_tumor_class1,contact with CAF,increases,transform to epithelial_tumor_class1_class2,0,0.1,4,0
epithelial_tumor_class1,contact with apCAF,increases,transform to epithelial_tumor_class1_class2,0,0.1,4,0
mesenchymal_tumor_class1,contact with CAF,increases,transform to mesenchymal_tumor_class1_class2,0,0.1,4,0
mesenchymal_tumor_class1,contact with apCAF,increases,transform to mesenchymal_tumor_class1_class2,0,0.1,4,0
epithelial_tumor,contact with CAF,increases,transform to epithelial_tumor_class2,0,0.1,4,0
epithelial_tumor,contact with apCAF,increases,transform to epithelial_tumor_class2,0,0.1,4,0
mesenchymal_tumor,contact with CAF,increases,transform to mesenchymal_tumor_class2,0,0.1,4,0
mesenchymal_tumor,contact with apCAF,increases,transform to mesenchymal_tumor_class2,0,0.1,4,0
